order_id,customer_id,sku,order_date,channel,qty,order_value_inr,lot_code
VR889297,C105160,VA-SW-NX1,2024-10-30,Amazon,1,4999,NX1-2408-3
VR892412,C102370,VA-SP-ORB,2024-10-30,vireo.in,1,5099,ORB-2409-4
VR893241,C100871,VA-EB-AIR,2024-10-30,vireo.in,1,1439,AIR-2409-4
VR897382,C107104,VA-EB-AIR,2024-10-30,vireo.in,1,1799,AIR-2407-1
VR897944,C107144,VA-NB-ARC,2024-10-30,vireo.in,1,1299,ARC-2409-4
VR904503,C102242,VA-HP-ST2,2024-10-30,Amazon,1,4499,ST2-2409-3
VR907382,C103682,VA-EB-PL1,2024-10-30,Amazon,1,2499,PL1-2407-1
VR894214,C107378,VA-EB-AIR,2024-10-31,Flipkart,2,3598,AIR-2408-2
VR896679,C108571,VA-EB-PL1,2024-10-31,vireo.in,1,2499,PL1-2409-1
VR898876,C104058,VA-SP-ORB,2024-10-31,vireo.in,1,5399,ORB-2410-1
VR899999,C102011,VA-EB-AIR,2024-10-31,vireo.in,1,1529,AIR-2408-2
VR901825,C109271,VA-HP-ST2,2024-10-31,vireo.in,1,4499,ST2-2409-4
VR903490,C105914,VA-EB-PL1,2024-10-31,vireo.in,2,4248,PL1-2408-1
VR905600,C100995,VA-EB-AIR,2024-10-31,vireo.in,1,1439,AIR-2408-1
VR906663,C109341,VA-AC-CH65,2024-10-31,Flipkart,1,1199,CH65-2409-3
VR908054,C105279,VA-SW-NX1,2024-10-31,vireo.in,1,3999,NX1-2409-1
VR910182,C101018,VA-NB-ARC,2024-10-31,vireo.in,1,1299,ARC-2409-1
VR880702,C101473,VA-EB-AIR,2024-11-01,vireo.in,1,1799,AIR-2409-3
VR882785,C104887,VA-SP-ORB,2024-11-01,vireo.in,1,5699,ORB-2408-4
VR882791,C108443,VA-HP-ST2,2024-11-01,Flipkart,1,4999,ST2-2408-2
VR885798,C100461,VA-EB-PL1,2024-11-01,Amazon,1,2374,PL1-2409-3
VR886400,C104215,VA-HP-ST2,2024-11-01,vireo.in,1,4499,ST2-2407-3
VR888319,C100740,VA-EB-PL1,2024-11-01,Amazon,1,2124,PL1-2408-3
VR889590,C108068,VA-SW-FIT,2024-11-01,vireo.in,1,1599,FIT-2409-4
VR890733,C102375,VA-SW-NX1,2024-11-01,Amazon,1,4749,NX1-2409-2
VR891770,C105020,VA-SP-ORB,2024-11-01,vireo.in,1,5999,ORB-2410-2
VR893370,C105826,VA-SP-ORB,2024-11-01,Flipkart,1,5399,ORB-2409-4
VR896241,C102718,VA-EB-AIR,2024-11-01,Flipkart,1,1799,AIR-2407-3
VR896262,C109249,VA-SP-ORB,2024-11-01,vireo.in,1,5099,ORB-2408-1
VR898779,C107305,VA-SP-ORB,2024-11-01,Amazon,1,5999,ORB-2409-3
VR899503,C102479,VA-EB-PL1,2024-11-01,vireo.in,1,2499,PL1-2408-3
VR903242,C101619,VA-EB-PL1,2024-11-01,Amazon,1,2374,PL1-2408-1
VR904483,C103719,VA-EB-AIR,2024-11-01,vireo.in,1,1709,AIR-2410-4
VR906923,C102063,VA-SW-NX1,2024-11-01,Flipkart,1,4999,NX1-2408-2
VR909605,C107348,VA-SW-NX1,2024-11-01,Flipkart,1,4999,NX1-2408-4
VR910482,C102089,VA-AC-CBL,2024-11-01,Flipkart,1,319,CBL-2410-4
VR881204,C100928,VA-EB-AIR,2024-11-02,vireo.in,1,1799,AIR-2409-4
VR882206,C106369,VA-HP-ST2,2024-11-02,vireo.in,1,4999,ST2-2408-3
VR884412,C105516,VA-HP-ST2,2024-11-02,Amazon,1,4749,ST2-2408-1
VR885932,C103152,VA-EB-AIR,2024-11-02,Amazon,1,1799,AIR-2408-3
VR892010,C106028,VA-EB-PL1,2024-11-02,vireo.in,1,2249,PL1-2409-1
VR892799,C106605,VA-HP-ST2,2024-11-02,vireo.in,1,4249,ST2-2410-2
VR894839,C102562,VA-EB-AIR,2024-11-02,vireo.in,1,1619,AIR-2407-3
VR900028,C107804,VA-HP-ST2,2024-11-02,Flipkart,1,4499,ST2-2409-1
VR900065,C104316,VA-EB-AIR,2024-11-02,Amazon,1,1799,AIR-2408-3
VR900810,C102841,VA-EB-AIR,2024-11-02,Amazon,1,1799,AIR-2408-1
VR902266,C106190,VA-EB-AIR,2024-11-02,Amazon,1,1619,AIR-2407-1
VR903548,C105639,VA-EB-AIR,2024-11-02,Amazon,1,1799,AIR-2409-1
VR904421,C101770,VA-SW-FIT,2024-11-02,vireo.in,2,3998,FIT-2410-1
VR905053,C107313,VA-HP-ST2,2024-11-02,vireo.in,1,4999,ST2-2409-2
VR880177,C107169,VA-SW-FIT,2024-11-03,Amazon,1,1799,FIT-2407-4
VR882497,C109228,VA-SP-ORB,2024-11-03,Amazon,1,5999,ORB-2409-1
VR882539,C103983,VA-AC-CBL,2024-11-03,vireo.in,1,319,CBL-2408-2
VR886022,C103166,VA-EB-AIR,2024-11-03,vireo.in,2,3598,AIR-2408-2
VR891071,C104187,VA-EB-AIR,2024-11-03,vireo.in,1,1529,AIR-2409-3
VR894094,C108356,VA-HP-ST2,2024-11-03,Amazon,1,4999,ST2-2408-4
VR896025,C103675,VA-SW-NX1,2024-11-03,vireo.in,1,4249,NX1-2410-2
VR899100,C100650,VA-EB-PL1,2024-11-03,vireo.in,1,2499,PL1-2409-2
VR899717,C101750,VA-SW-NX1,2024-11-03,Amazon,2,9498,NX1-2408-4
VR899998,C107220,VA-EB-AIR,2024-11-03,vireo.in,1,1619,AIR-2409-1
VR900815,C106981,VA-EB-PL1,2024-11-03,vireo.in,1,1999,PL1-2409-1
VR901464,C105117,VA-SW-NX1,2024-11-03,Amazon,1,3999,NX1-2409-1
VR908131,C105678,VA-EB-AIR,2024-11-03,Amazon,1,1439,AIR-2407-1
VR910121,C100603,VA-SP-ORB,2024-11-03,Amazon,1,5999,ORB-2408-1
VR910848,C102209,VA-EB-PL1,2024-11-03,vireo.in,1,2499,PL1-2409-3
VR885268,C101319,VA-EB-PL1,2024-11-04,vireo.in,1,2499,PL1-2408-1
VR887413,C105739,VA-EB-PL1,2024-11-04,Amazon,2,4498,PL1-2408-1
VR887903,C108371,VA-EB-PL1,2024-11-04,Flipkart,1,2499,PL1-2410-1
VR889728,C100832,VA-EB-PL1,2024-11-04,vireo.in,1,1999,PL1-2407-4
VR890255,C104939,VA-SW-NX1,2024-11-04,Flipkart,1,4499,NX1-2408-1
VR891177,C106796,VA-SW-FIT,2024-11-04,Amazon,1,1599,FIT-2407-1
VR893079,C103595,VA-EB-AIR,2024-11-04,vireo.in,1,1799,AIR-2409-4
VR896077,C101729,VA-EB-AIR,2024-11-04,Amazon,1,1799,AIR-2409-1
VR896432,C105070,VA-EB-AIR,2024-11-04,Amazon,1,1439,AIR-2407-4
VR898614,C101995,VA-HP-ST2,2024-11-04,Amazon,1,4999,ST2-2407-3
VR900619,C104288,VA-EB-PL1,2024-11-04,vireo.in,1,1999,PL1-2409-2
VR901252,C103736,VA-EB-PL1,2024-11-04,vireo.in,1,2499,PL1-2408-2
VR901708,C109220,VA-EB-PL1,2024-11-04,Amazon,2,4998,PL1-2409-2
VR902322,C105659,VA-SW-FIT,2024-11-04,vireo.in,1,1999,FIT-2408-2
VR903571,C108754,VA-EB-PL1,2024-11-04,Amazon,1,2374,PL1-2407-1
VR909024,C105109,VA-EB-AIR,2024-11-04,vireo.in,1,1529,AIR-2407-1
VR910902,C105401,VA-EB-PL1,2024-11-04,vireo.in,1,2374,PL1-2407-3
VR880272,C105510,VA-HP-ST2,2024-11-05,Amazon,1,4249,ST2-2409-3
VR880941,C104739,VA-EB-PL1,2024-11-05,vireo.in,1,2499,PL1-2409-2
VR884434,C104011,VA-HP-ST2,2024-11-05,vireo.in,1,4749,ST2-2409-3
VR885244,C108752,VA-SW-FIT,2024-11-05,vireo.in,1,1599,FIT-2409-3
VR887766,C101155,VA-EB-PL1,2024-11-05,Amazon,1,2374,PL1-2409-1
VR888340,C105452,VA-EB-AIR,2024-11-05,Amazon,1,1799,AIR-2408-4
VR896559,C101374,VA-NB-ARC,2024-11-05,vireo.in,1,1169,ARC-2408-3
VR898332,C108087,VA-EB-AIR,2024-11-05,Amazon,2,3598,AIR-2407-4
VR900183,C101842,VA-EB-PL1,2024-11-05,Amazon,1,2374,PL1-2409-4
VR903668,C107094,VA-NB-ARC,2024-11-05,vireo.in,1,1234,ARC-2409-1
VR906995,C105931,VA-EB-AIR,2024-11-05,vireo.in,1,1529,AIR-2410-3
VR881062,C109224,VA-EB-AIR,2024-11-06,vireo.in,1,1799,AIR-2407-2
VR882890,C109097,VA-SW-FIT,2024-11-06,Amazon,1,1699,FIT-2409-1
VR883692,C101581,VA-SP-ORB,2024-11-06,vireo.in,1,5399,ORB-2408-2
VR884405,C107103,VA-SW-FIT,2024-11-06,vireo.in,1,1799,FIT-2408-4
VR885897,C100326,VA-EB-AIR,2024-11-06,Amazon,1,1529,AIR-2408-1
VR889100,C105654,VA-HP-ST2,2024-11-06,vireo.in,1,4249,ST2-2409-3
VR892425,C105802,VA-SW-FIT,2024-11-06,vireo.in,1,1699,FIT-2407-1
VR893964,C109402,VA-HP-ST2,2024-11-06,Flipkart,1,4999,ST2-2409-3
VR894905,C101894,VA-NB-ARC,2024-11-06,vireo.in,1,1234,ARC-2408-1
VR895218,C103856,VA-SW-NX1,2024-11-06,Amazon,1,4999,NX1-2407-3
VR900615,C106632,VA-HP-ST2,2024-11-06,Amazon,1,4499,ST2-2409-3
VR902748,C100575,VA-EB-PL1,2024-11-06,Amazon,1,1999,PL1-2408-4
VR903977,C107406,VA-EB-PL1,2024-11-06,vireo.in,1,2249,PL1-2408-4
VR904192,C109068,VA-EB-PL1,2024-11-06,vireo.in,1,2499,PL1-2407-2
VR907300,C105108,VA-HP-ST2,2024-11-06,Flipkart,1,4499,ST2-2408-4
VR907317,C102868,VA-EB-AIR,2024-11-06,vireo.in,1,1799,AIR-2410-3
VR884204,C100785,VA-EB-PL1,2024-11-07,Flipkart,1,2499,PL1-2409-3
VR887501,C107639,VA-EB-PL1,2024-11-07,vireo.in,1,2499,PL1-2407-1
VR887728,C102680,VA-EB-AIR,2024-11-07,vireo.in,1,1709,AIR-2408-2
VR887902,C107245,VA-SW-FIT,2024-11-07,vireo.in,1,1799,FIT-2409-4
VR889827,C105552,VA-HP-ST2,2024-11-07,vireo.in,1,4749,ST2-2409-1
VR890105,C108292,VA-SP-ORB,2024-11-07,Amazon,1,5999,ORB-2409-4
VR891519,C103579,VA-EB-AIR,2024-11-07,Amazon,1,1709,AIR-2410-3
VR891655,C109414,VA-NB-ARC,2024-11-07,Amazon,1,1234,ARC-2409-3
VR893222,C100539,VA-SW-NX1,2024-11-07,vireo.in,1,4749,NX1-2410-4
VR901776,C105056,VA-EB-AIR,2024-11-07,Flipkart,1,1799,AIR-2410-1
VR906633,C100885,VA-HP-ST2,2024-11-07,vireo.in,1,4249,ST2-2410-2
VR907455,C107582,VA-EB-AIR,2024-11-07,vireo.in,1,1439,AIR-2408-3
VR907467,C103088,VA-SW-FIT,2024-11-07,vireo.in,1,1999,FIT-2410-2
VR882155,C105452,VA-SP-ORB,2024-11-08,vireo.in,1,5999,ORB-2408-4
VR882450,C107859,VA-EB-AIR,2024-11-08,vireo.in,1,1439,AIR-2409-2
VR882793,C101681,VA-EB-PL1,2024-11-08,vireo.in,1,2499,PL1-2408-4
VR884238,C102188,VA-SW-NX1,2024-11-08,vireo.in,2,7998,NX1-2408-1
VR889125,C103718,VA-AC-CH65,2024-11-08,vireo.in,1,1199,CH65-2410-2
VR890167,C102385,VA-EB-AIR,2024-11-08,vireo.in,1,1799,AIR-2409-2
VR892740,C102853,VA-SP-ORB,2024-11-08,vireo.in,1,5999,ORB-2408-1
VR895524,C109034,VA-EB-AIR,2024-11-08,vireo.in,1,1619,AIR-2408-1
VR897771,C104750,VA-EB-AIR,2024-11-08,vireo.in,1,1619,AIR-2409-4
VR898351,C101418,VA-SP-ORB,2024-11-08,vireo.in,1,5099,ORB-2408-1
VR899011,C106417,VA-SP-ORB,2024-11-08,vireo.in,1,5999,ORB-2410-3
VR899947,C108830,VA-EB-AIR,2024-11-08,Flipkart,1,1709,AIR-2410-2
VR900177,C108992,VA-EB-PL1,2024-11-08,Amazon,1,2374,PL1-2409-4
VR900611,C102347,VA-SW-FIT,2024-11-08,vireo.in,1,1999,FIT-2408-4
VR905393,C104230,VA-SP-ORB,2024-11-08,vireo.in,1,5099,ORB-2409-2
VR908369,C101568,VA-HP-ST2,2024-11-08,vireo.in,1,4749,ST2-2407-3
VR909973,C109077,VA-EB-PL1,2024-11-08,vireo.in,1,2499,PL1-2409-4
VR910092,C108903,VA-EB-PL1,2024-11-08,vireo.in,1,1999,PL1-2408-3
VR910584,C102613,VA-SW-FIT,2024-11-08,Amazon,1,1999,FIT-2410-4
VR881003,C101359,VA-NB-ARC,2024-11-09,Amazon,1,1299,ARC-2409-1
VR881409,C107125,VA-EB-AIR,2024-11-09,vireo.in,1,1799,AIR-2408-2
VR890159,C108174,VA-SW-FIT,2024-11-09,vireo.in,1,1899,FIT-2409-4
VR894229,C102868,VA-SW-NX1,2024-11-09,Amazon,1,4249,NX1-2408-3
VR898427,C107348,VA-NB-ARC,2024-11-09,vireo.in,1,1039,ARC-2409-3
VR898661,C106238,VA-EB-AIR,2024-11-09,Flipkart,1,1709,AIR-2408-1
VR900441,C100957,VA-NB-ARC,2024-11-09,Amazon,1,1039,ARC-2410-3
VR902078,C102331,VA-EB-AIR,2024-11-09,vireo.in,1,1799,AIR-2409-2
VR902270,C103111,VA-SW-FIT,2024-11-09,vireo.in,1,1899,FIT-2407-1
VR886699,C107974,VA-EB-AIR,2024-11-10,vireo.in,2,3598,AIR-2409-2
VR887192,C108017,VA-EB-AIR,2024-11-10,vireo.in,1,1529,AIR-2408-2
VR887967,C107734,VA-EB-PL1,2024-11-10,vireo.in,1,2499,PL1-2410-2
VR889428,C102160,VA-EB-PL1,2024-11-10,Amazon,1,2374,PL1-2409-4
VR897642,C106166,VA-EB-PL1,2024-11-10,Flipkart,1,1999,PL1-2410-1
VR897951,C108090,VA-EB-AIR,2024-11-10,vireo.in,1,1619,AIR-2409-1
VR898369,C100571,VA-HP-ST2,2024-11-10,Flipkart,1,3999,ST2-2409-4
VR900100,C105912,VA-EB-PL1,2024-11-10,vireo.in,2,4998,PL1-2410-1
VR900497,C106508,VA-EB-AIR,2024-11-10,vireo.in,1,1799,AIR-2409-2
VR903222,C101098,VA-SP-ORB,2024-11-10,vireo.in,1,5999,ORB-2410-4
VR909275,C100811,VA-EB-AIR,2024-11-10,vireo.in,2,3598,AIR-2407-3
VR909856,C108798,VA-EB-AIR,2024-11-10,Flipkart,1,1439,AIR-2409-4
VR884090,C105417,VA-EB-AIR,2024-11-11,vireo.in,1,1529,AIR-2410-1
VR886508,C100036,VA-EB-AIR,2024-11-11,Amazon,1,1709,AIR-2410-4
VR887838,C101402,VA-SW-FIT,2024-11-11,vireo.in,1,1999,FIT-2408-1
VR888387,C102617,VA-EB-AIR,2024-11-11,vireo.in,1,1529,AIR-2409-4
VR891805,C108164,VA-SP-ORB,2024-11-11,vireo.in,1,5699,ORB-2408-1
VR896149,C100656,VA-EB-PL1,2024-11-11,Amazon,1,2249,PL1-2408-4
VR898172,C106019,VA-SW-FIT,2024-11-11,vireo.in,1,1999,FIT-2407-3
VR902393,C101916,VA-EB-PL1,2024-11-11,vireo.in,1,2499,PL1-2409-4
VR902658,C109443,VA-EB-PL1,2024-11-11,Flipkart,1,2124,PL1-2409-1
VR903574,C100458,VA-SP-ORB,2024-11-11,Flipkart,1,5099,ORB-2409-2
VR905291,C101207,VA-HP-ST2,2024-11-11,vireo.in,1,4999,ST2-2410-3
VR909801,C101088,VA-EB-PL1,2024-11-11,vireo.in,1,2374,PL1-2409-1
VR884964,C109397,VA-AC-CH65,2024-11-12,vireo.in,1,1499,CH65-2410-3
VR886268,C103962,VA-HP-ST2,2024-11-12,Amazon,1,4999,ST2-2407-3
VR886951,C106835,VA-HP-ST2,2024-11-12,vireo.in,1,4999,ST2-2409-4
VR888893,C104155,VA-NB-ARC,2024-11-12,vireo.in,1,1299,ARC-2410-4
VR889256,C103529,VA-EB-AIR,2024-11-12,vireo.in,1,1529,AIR-2409-1
VR894818,C102013,VA-SW-FIT,2024-11-12,Flipkart,1,1999,FIT-2409-4
VR896202,C107373,VA-EB-PL1,2024-11-12,vireo.in,1,2499,PL1-2409-1
VR896934,C104216,VA-HP-ST2,2024-11-12,Amazon,1,4999,ST2-2410-3
VR897431,C104900,VA-EB-PL1,2024-11-12,Amazon,1,2249,PL1-2410-2
VR898212,C103789,VA-SP-ORB,2024-11-12,vireo.in,1,5999,ORB-2410-1
VR898219,C103870,VA-EB-AIR,2024-11-12,vireo.in,1,1619,AIR-2410-4
VR901310,C103018,VA-AC-CBL,2024-11-12,vireo.in,1,319,CBL-2408-3
VR903932,C102756,VA-EB-PL1,2024-11-12,vireo.in,1,2124,PL1-2409-1
VR905227,C103963,VA-EB-AIR,2024-11-12,vireo.in,1,1529,AIR-2410-2
VR906036,C109378,VA-NB-ARC,2024-11-12,vireo.in,1,1299,ARC-2409-4
VR910023,C100392,VA-EB-AIR,2024-11-12,Amazon,1,1799,AIR-2409-3
VR910342,C105943,VA-EB-AIR,2024-11-12,vireo.in,1,1619,AIR-2408-1
VR910393,C108176,VA-EB-PL1,2024-11-12,Amazon,1,2499,PL1-2409-2
VR882579,C101734,VA-AC-CBL,2024-11-13,Amazon,1,359,CBL-2409-2
VR884254,C106831,VA-EB-AIR,2024-11-13,vireo.in,1,1799,AIR-2408-1
VR887547,C106805,VA-SW-NX1,2024-11-13,vireo.in,2,9998,NX1-2409-4
VR887817,C102768,VA-SW-FIT,2024-11-13,vireo.in,2,3398,FIT-2407-3
VR892618,C101674,VA-EB-AIR,2024-11-13,Flipkart,1,1529,AIR-2408-4
VR894245,C100713,VA-EB-AIR,2024-11-13,Flipkart,1,1529,AIR-2410-4
VR894270,C103518,VA-SW-NX1,2024-11-13,vireo.in,1,4999,NX1-2409-4
VR895693,C102204,VA-SW-FIT,2024-11-13,Amazon,1,1699,FIT-2409-1
VR898449,C106074,VA-SW-NX1,2024-11-13,vireo.in,1,4999,NX1-2410-3
VR898556,C103988,VA-NB-ARC,2024-11-13,Amazon,1,1169,ARC-2409-2
VR899229,C105094,VA-EB-AIR,2024-11-13,vireo.in,1,1799,AIR-2409-1
VR899607,C109206,VA-SP-ORB,2024-11-13,vireo.in,1,5699,ORB-2408-2
VR900453,C106587,VA-SW-FIT,2024-11-13,Amazon,2,3198,FIT-2408-1
VR900593,C100336,VA-NB-ARC,2024-11-13,Amazon,1,1234,ARC-2408-2
VR902653,C104873,VA-NB-ARC,2024-11-13,Amazon,1,1104,ARC-2408-2
VR903036,C100953,VA-EB-AIR,2024-11-13,Flipkart,1,1619,AIR-2409-3
VR906021,C102335,VA-EB-PL1,2024-11-13,vireo.in,1,1999,PL1-2409-3
VR910496,C104861,VA-SW-FIT,2024-11-13,vireo.in,1,1699,FIT-2409-4
VR881999,C108568,VA-AC-CBL,2024-11-14,vireo.in,1,319,CBL-2410-3
VR886090,C108359,VA-HP-ST2,2024-11-14,vireo.in,1,4499,ST2-2409-1
VR887623,C100781,VA-HP-ST2,2024-11-14,Amazon,2,8498,ST2-2408-3
VR887749,C101253,VA-AC-CBL,2024-11-14,Amazon,1,359,CBL-2410-2
VR888077,C105699,VA-SP-ORB,2024-11-14,Flipkart,1,5999,ORB-2410-3
VR892131,C102149,VA-EB-AIR,2024-11-14,vireo.in,1,1799,AIR-2408-1
VR894567,C101480,VA-EB-PL1,2024-11-14,vireo.in,1,1999,PL1-2410-1
VR895917,C102011,VA-SW-FIT,2024-11-14,Flipkart,1,1799,FIT-2409-4
VR896763,C103851,VA-EB-AIR,2024-11-14,vireo.in,1,1529,AIR-2410-4
VR897882,C107424,VA-SP-ORB,2024-11-14,Flipkart,1,5999,ORB-2407-3
VR906702,C105995,VA-SP-ORB,2024-11-14,Amazon,1,5999,ORB-2410-4
VR908502,C103471,VA-SW-NX1,2024-11-14,vireo.in,1,4999,NX1-2408-1
VR910519,C102060,VA-NB-ARC,2024-11-14,Amazon,1,1299,ARC-2410-1
VR886762,C106903,VA-HP-ST2,2024-11-15,vireo.in,1,4249,ST2-2409-3
VR887401,C102102,VA-AC-CH65,2024-11-15,vireo.in,1,1499,CH65-2409-2
VR890896,C106625,VA-EB-AIR,2024-11-15,Amazon,1,1799,AIR-2408-3
VR893267,C105224,VA-EB-PL1,2024-11-15,vireo.in,1,2499,PL1-2409-4
VR893505,C109345,VA-EB-AIR,2024-11-15,Amazon,1,1439,AIR-2409-4
VR895425,C103934,VA-EB-AIR,2024-11-15,Flipkart,1,1709,AIR-2408-3
VR898698,C108481,VA-EB-AIR,2024-11-15,vireo.in,1,1529,AIR-2408-2
VR909606,C107852,VA-EB-PL1,2024-11-15,vireo.in,1,2124,PL1-2408-3
VR910269,C106914,VA-AC-CBL,2024-11-15,Amazon,1,399,CBL-2410-4
VR880442,C101582,VA-SP-ORB,2024-11-16,Amazon,1,5099,ORB-2409-2
VR883405,C105692,VA-SP-ORB,2024-11-16,vireo.in,1,5099,ORB-2410-3
VR883944,C103992,VA-EB-PL1,2024-11-16,Amazon,1,2499,PL1-2409-3
VR884130,C107394,VA-SW-FIT,2024-11-16,Amazon,1,1999,FIT-2407-1
VR891233,C104862,VA-EB-AIR,2024-11-16,Amazon,1,1799,AIR-2410-2
VR892566,C100036,VA-EB-AIR,2024-11-16,Flipkart,1,1529,AIR-2410-2
VR893092,C103116,VA-EB-PL1,2024-11-16,Amazon,1,2499,PL1-2409-4
VR893177,C105536,VA-EB-AIR,2024-11-16,vireo.in,1,1799,AIR-2409-1
VR893387,C102258,VA-SW-FIT,2024-11-16,vireo.in,1,1599,FIT-2408-4
VR898638,C107420,VA-SP-ORB,2024-11-16,vireo.in,1,5999,ORB-2408-1
VR899945,C108325,VA-SW-FIT,2024-11-16,Flipkart,1,1799,FIT-2410-3
VR901807,C107512,VA-SW-FIT,2024-11-16,Amazon,1,1899,FIT-2408-3
VR909741,C109274,VA-SW-FIT,2024-11-16,Amazon,1,1999,FIT-2410-3
VR909752,C102322,VA-EB-PL1,2024-11-16,vireo.in,1,2124,PL1-2410-2
VR882442,C100281,VA-HP-ST2,2024-11-17,vireo.in,1,4249,ST2-2410-1
VR882921,C108096,VA-EB-AIR,2024-11-17,Flipkart,1,1709,AIR-2408-1
VR883396,C104570,VA-EB-PL1,2024-11-17,Amazon,1,2374,PL1-2410-4
VR883780,C102211,VA-SP-ORB,2024-11-17,vireo.in,1,5999,ORB-2408-4
VR884814,C108748,VA-EB-PL1,2024-11-17,Amazon,1,2499,PL1-2409-2
VR887682,C100886,VA-EB-AIR,2024-11-17,vireo.in,1,1799,AIR-2410-2
VR888481,C105560,VA-SW-FIT,2024-11-17,vireo.in,1,1999,FIT-2408-1
VR889116,C105133,VA-EB-PL1,2024-11-17,vireo.in,2,4998,PL1-2407-4
VR889291,C100725,VA-AC-CH65,2024-11-17,vireo.in,1,1199,CH65-2409-4
VR889404,C109017,VA-EB-AIR,2024-11-17,vireo.in,1,1799,AIR-2408-2
VR890208,C100196,VA-EB-AIR,2024-11-17,vireo.in,1,1799,AIR-2409-1
VR895233,C108942,VA-EB-PL1,2024-11-17,Flipkart,1,2124,PL1-2408-4
VR897604,C101329,VA-NB-ARC,2024-11-17,vireo.in,1,1299,ARC-2409-4
VR901276,C106619,VA-EB-PL1,2024-11-17,vireo.in,1,2374,PL1-2410-2
VR901481,C100901,VA-NB-ARC,2024-11-17,Amazon,1,1039,ARC-2408-4
VR901909,C100173,VA-SW-NX1,2024-11-17,vireo.in,1,4999,NX1-2408-1
VR907169,C103987,VA-EB-PL1,2024-11-17,vireo.in,1,2249,PL1-2408-3
VR909255,C101273,VA-SW-FIT,2024-11-17,vireo.in,1,1999,FIT-2410-1
VR889814,C100520,VA-EB-AIR,2024-11-18,Amazon,1,1799,AIR-2409-2
VR891475,C105787,VA-EB-PL1,2024-11-18,vireo.in,1,2499,PL1-2409-2
VR897622,C105119,VA-HP-ST2,2024-11-18,Flipkart,1,4249,ST2-2410-3
VR902202,C107071,VA-EB-AIR,2024-11-18,vireo.in,1,1439,AIR-2408-2
VR909821,C105210,VA-EB-AIR,2024-11-18,vireo.in,1,1799,AIR-2408-1
VR910663,C108602,VA-SP-ORB,2024-11-18,Amazon,1,5699,ORB-2408-2
VR883918,C100088,VA-EB-AIR,2024-11-19,vireo.in,1,1709,AIR-2408-4
VR887187,C100970,VA-SP-ORB,2024-11-19,vireo.in,1,5699,ORB-2409-2
VR899127,C100508,VA-HP-ST2,2024-11-19,vireo.in,1,4999,ST2-2410-4
VR902407,C104034,VA-EB-PL1,2024-11-19,vireo.in,1,2499,PL1-2410-2
VR905199,C109089,VA-EB-AIR,2024-11-19,vireo.in,1,1799,AIR-2409-2
VR907345,C105230,VA-AC-CBL,2024-11-19,Amazon,1,399,CBL-2410-3
VR907515,C109409,VA-SP-ORB,2024-11-19,vireo.in,1,5399,ORB-2410-1
VR881463,C108591,VA-SW-FIT,2024-11-20,Amazon,1,1999,FIT-2410-1
VR883510,C102983,VA-EB-PL1,2024-11-20,Flipkart,1,1999,PL1-2409-3
VR884401,C108171,VA-EB-PL1,2024-11-20,Amazon,1,2374,PL1-2408-4
VR885036,C107868,VA-SW-FIT,2024-11-20,vireo.in,1,1899,FIT-2409-1
VR886927,C100498,VA-SP-ORB,2024-11-20,vireo.in,1,4799,ORB-2408-3
VR887180,C109450,VA-HP-ST2,2024-11-20,Amazon,1,4999,ST2-2410-2
VR890153,C100477,VA-NB-ARC,2024-11-20,vireo.in,1,1169,ARC-2410-4
VR892076,C102385,VA-HP-ST3,2024-11-20,vireo.in,1,6999,ST3-2410-1
VR892971,C104723,VA-EB-AIR,2024-11-20,Amazon,1,1709,AIR-2408-1
VR895113,C104821,VA-SW-FIT,2024-11-20,Amazon,1,1999,FIT-2408-1
VR897295,C105664,VA-SP-ORB,2024-11-20,Amazon,1,5999,ORB-2408-2
VR906465,C105059,VA-EB-AIR,2024-11-20,Amazon,1,1799,AIR-2410-4
VR906539,C100350,VA-EB-AIR,2024-11-20,vireo.in,1,1799,AIR-2408-2
VR910060,C100606,VA-EB-AIR,2024-11-20,Flipkart,1,1529,AIR-2410-2
VR910571,C105921,VA-EB-AIR,2024-11-20,vireo.in,1,1529,AIR-2410-3
VR880527,C102405,VA-HP-ST3,2024-11-21,Amazon,1,6999,ST3-2408-4
VR882725,C108517,VA-SW-FIT,2024-11-21,Amazon,2,3998,FIT-2408-4
VR884849,C105511,VA-EB-AIR,2024-11-21,vireo.in,1,1619,AIR-2410-4
VR886742,C102589,VA-EB-AIR,2024-11-21,vireo.in,1,1439,AIR-2408-3
VR894429,C104787,VA-SP-ORB,2024-11-21,Amazon,1,5399,ORB-2410-1
VR898628,C105952,VA-EB-PL1,2024-11-21,vireo.in,1,2499,PL1-2408-2
VR899171,C103453,VA-EB-PL1,2024-11-21,Amazon,1,1999,PL1-2409-3
VR899220,C107710,VA-HP-ST3,2024-11-21,vireo.in,2,13998,ST3-2408-3
VR901038,C102972,VA-NB-ARC,2024-11-21,Flipkart,1,1234,ARC-2409-2
VR901801,C105101,VA-SP-ORB,2024-11-21,vireo.in,1,5999,ORB-2409-4
VR904540,C103175,VA-SW-NX1,2024-11-21,vireo.in,1,4999,NX1-2409-1
VR906354,C107312,VA-SP-ORB,2024-11-21,vireo.in,1,5399,ORB-2409-4
VR908222,C107558,VA-SP-ORB,2024-11-21,vireo.in,1,5999,ORB-2408-1
